Restaurant ID,Restaurant Name,Country Code,City,Longitude,Latitude,Cuisines,Average Cost for two,Currency,Has Table booking,Has Online delivery,Is delivering now,Switch to order menu,Price range,Aggregate rating,Rating color,Rating text,Votes,Rating_category,cost_per_person,is_expensive,Country
6308205,Wildflour Cafe + Bakery,162,Taguig City,121.04622,14.549337,"Cafe, Bakery, American, Italian",1500,Botswana Pula(P),Yes,No,No,No,4,4.4,Green,Very Good,392,Excellent,750.0,1,Phillipines
6315438,NIU by Vikings,162,Taguig City,121.053725,14.545858,"Seafood, American, Mediterranean, Japanese",3000,Botswana Pula(P),Yes,No,No,No,4,4.7,Dark Green,Excellent,535,Excellent,1500.0,1,Phillipines
6310406,The Food Hall by Todd English,162,Taguig City,121.0534998,14.54565535,"American, Asian, Italian, Seafood",1800,Botswana Pula(P),Yes,No,No,No,4,4.5,Dark Green,Excellent,618,Excellent,900.0,1,Phillipines
6600681,Chez Michou,30,Brasí_lia,-47.88178889,-15.76414167,"Fast Food, French",55,Brazilian Real(R$),No,No,No,No,2,3.0,Orange,Average,6,Good,27.5,0,Brazil
6601005,Cafí© Daniel Briand,30,Brasí_lia,-47.88266667,-15.7775,Cafe,30,Brazilian Real(R$),No,No,No,No,1,3.8,Yellow,Good,9,Good,15.0,0,Brazil
6600292,Casa do Biscoito Mineiro,30,Brasí_lia,-47.88213611,-15.75747222,Bakery,45,Brazilian Real(R$),No,No,No,No,2,3.7,Yellow,Good,11,Good,22.5,0,Brazil
6600441,Maori,30,Brasí_lia,-47.88816667,-15.75883333,Brazilian,60,Brazilian Real(R$),No,No,No,No,3,3.8,Yellow,Good,11,Good,30.0,0,Brazil
6600970,Pizza íæ Bessa,30,Brasí_lia,-47.91566667,-15.83116667,Pizza,50,Brazilian Real(R$),No,No,No,No,2,3.2,Orange,Average,11,Good,25.0,0,Brazil
6600379,Sushi Loko,30,Brasí_lia,-47.91566667,-15.831,Japanese,80,Brazilian Real(R$),No,No,No,No,3,3.1,Orange,Average,10,Good,40.0,0,Brazil
6600214,Beirute,30,Brasí_lia,-47.9075,-15.82,Arabian,90,Brazilian Real(R$),No,No,No,No,3,3.7,Yellow,Good,8,Good,45.0,0,Brazil
6601218,New Koto,30,Brasí_lia,-47.91016667,-15.82733333,Japanese,200,Brazilian Real(R$),No,No,No,No,4,3.7,Yellow,Good,5,Good,100.0,0,Brazil
6600060,Sandubas Cafí©,30,Brasí_lia,-47.89016667,-15.797,"Brazilian, Cafe",30,Brazilian Real(R$),No,No,No,No,1,0.0,White,Not rated,2,Poor,15.0,0,Brazil
6600083,Villa Tevere,30,Brasí_lia,-47.92366667,-15.83133333,Italian,150,Brazilian Real(R$),No,No,No,No,4,4.1,Green,Very Good,12,Excellent,75.0,0,Brazil
6601515,Rovereto,30,Brasí_lia,-48.019,-15.83716667,Pizza,100,Brazilian Real(R$),No,No,No,No,4,3.1,Orange,Average,9,Good,50.0,0,Brazil
6601361,Buena Carne,30,Brasí_lia,-48.01909167,-15.839775,"Bar Food, Brazilian",60,Brazilian Real(R$),No,No,No,No,3,3.6,Yellow,Good,9,Good,30.0,0,Brazil
6601602,Taco Pep,30,Brasí_lia,-48.01666667,-15.83483333,"Mexican, Grill",100,Brazilian Real(R$),No,No,No,No,4,4.3,Green,Very Good,29,Excellent,50.0,0,Brazil
6601589,Coco Bambu,30,Brasí_lia,-47.889,-15.7865,International,230,Brazilian Real(R$),No,No,No,No,4,4.2,Green,Very Good,17,Excellent,115.0,0,Brazil
6601862,Taypíç,30,Brasí_lia,-47.872359,-15.860621,"Peruvian, Latin American",100,Brazilian Real(R$),No,No,No,No,4,3.6,Yellow,Good,5,Good,50.0,0,Brazil
6601595,Outback Steakhouse,30,Brasí_lia,-47.95628333,-15.83451389,"American, Grill",150,Brazilian Real(R$),No,No,No,No,4,4.0,Green,Very Good,10,Excellent,75.0,0,Brazil
6601158,Manzuíç,30,Brasí_lia,-47.87283333,-15.82566667,Seafood,240,Brazilian Real(R$),No,No,No,No,4,3.2,Orange,Average,6,Good,120.0,0,Brazil
6600427,Coco Bambu,30,Brasí_lia,-47.8685,-15.819,International,230,Brazilian Real(R$),No,No,No,No,4,4.9,Dark Green,Excellent,30,Excellent,115.0,0,Brazil
6600116,Gero,30,Brasí_lia,-47.885812,-15.720118,Italian,350,Brazilian Real(R$),No,No,No,No,4,3.3,Orange,Average,8,Good,175.0,0,Brazil
6601457,Brazilian American Burgers,30,Brasí_lia,-47.92102778,-15.79753056,"American, Burger",50,Brazilian Real(R$),No,No,No,No,2,3.6,Yellow,Good,9,Good,25.0,0,Brazil
7303219,Pesqueiro Eco Gourmet,30,Rio de Janeiro,-43.377,-23.0115,"Seafood, Bar Food, Brazilian",140,Brazilian Real(R$),No,No,No,No,4,4.0,Green,Very Good,7,Excellent,70.0,0,Brazil
7304307,Confeitaria Colombo,30,Rio de Janeiro,-43.178826,-22.905293,"Desserts, Cafe",100,Brazilian Real(R$),No,No,No,No,4,4.8,Dark Green,Excellent,29,Excellent,50.0,0,Brazil
7301215,Bibi,30,Rio de Janeiro,-43.18669167,-22.97207222,"Juices, Healthy Food",60,Brazilian Real(R$),No,No,No,No,3,4.7,Dark Green,Excellent,24,Excellent,30.0,0,Brazil
7300596,Cervantes,30,Rio de Janeiro,-43.17583333,-22.96216667,"Beverages, Bar Food, Fast Food",90,Brazilian Real(R$),No,No,No,No,3,4.5,Dark Green,Excellent,29,Excellent,45.0,0,Brazil
7300612,Amir,30,Rio de Janeiro,-43.176,-22.96516667,Lebanese,170,Brazilian Real(R$),No,No,No,No,4,4.2,Green,Very Good,11,Excellent,85.0,0,Brazil
7300704,TT Burger,30,Rio de Janeiro,-43.191,-22.98683333,Burger,60,Brazilian Real(R$),No,No,No,No,3,4.8,Dark Green,Excellent,19,Excellent,30.0,0,Brazil
7300955,Braseiro da Gíçvea,30,Rio de Janeiro,-43.227042,-22.973507,"Brazilian, Bar Food",100,Brazilian Real(R$),No,No,No,No,4,4.9,Dark Green,Excellent,40,Excellent,50.0,0,Brazil
7300521,Balada Mix,30,Rio de Janeiro,-43.211425,-22.98520833,"Brazilian, Healthy Food, Juices, Pizza",90,Brazilian Real(R$),No,No,No,No,3,4.6,Dark Green,Excellent,21,Excellent,45.0,0,Brazil
7300515,Garota de Ipanema,30,Rio de Janeiro,-43.203,-22.98533333,"Brazilian, Bar Food",120,Brazilian Real(R$),No,No,No,No,4,4.9,Dark Green,Excellent,49,Excellent,60.0,0,Brazil
7300483,Zazíç BistríÇ Tropical,30,Rio de Janeiro,-43.20520833,-22.98531944,Brazilian,170,Brazilian Real(R$),No,No,No,No,4,4.6,Dark Green,Excellent,21,Excellent,85.0,0,Brazil
7301064,Filí© de Ouro,30,Rio de Janeiro,-43.219563,-22.966647,Brazilian,90,Brazilian Real(R$),No,No,No,No,3,4.3,Green,Very Good,14,Excellent,45.0,0,Brazil
7304312,D.O.C Ristorante,30,Rio de Janeiro,-43.34879167,-22.99991111,Italian,150,Brazilian Real(R$),No,No,No,No,4,4.0,Green,Very Good,5,Excellent,75.0,0,Brazil
7300004,Sushi Leblon,30,Rio de Janeiro,-43.227,-22.98416667,Japanese,250,Brazilian Real(R$),No,No,No,No,4,4.6,Dark Green,Excellent,25,Excellent,125.0,0,Brazil
7300868,Talho Capixaba,30,Rio de Janeiro,-43.22566667,-22.98516667,"Bakery, Sandwich, Brazilian",120,Brazilian Real(R$),No,No,No,No,4,4.4,Green,Very Good,13,Excellent,60.0,0,Brazil
7302637,Leme Light,30,Rio de Janeiro,-43.17279167,-22.963925,Brazilian,40,Brazilian Real(R$),No,No,No,No,2,4.2,Green,Very Good,7,Excellent,20.0,0,Brazil
7302140,Shirley,30,Rio de Janeiro,-43.17126389,-22.96337222,"Brazilian, Seafood",250,Brazilian Real(R$),No,No,No,No,4,4.2,Green,Very Good,8,Excellent,125.0,0,Brazil
7305048,Quiosque Chopp Brahma,30,Rio de Janeiro,-43.341164,-22.870413,"Bar Food, Brazilian",70,Brazilian Real(R$),No,No,No,No,3,0.0,White,Not rated,1,Poor,35.0,0,Brazil
7302898,Aprazí_vel,30,Rio de Janeiro,-43.18736944,-22.92481389,Brazilian,300,Brazilian Real(R$),No,No,No,No,4,4.7,Dark Green,Excellent,44,Excellent,150.0,0,Brazil
7302859,Aconchego Carioca,30,Rio de Janeiro,-43.21551111,-22.91370833,"Brazilian, Bar Food",85,Brazilian Real(R$),No,No,No,No,3,4.6,Dark Green,Excellent,24,Excellent,42.5,0,Brazil
7301700,Garota de Ipanema,30,Rio de Janeiro,-43.16266667,-22.94783333,"Brazilian, Bar Food",80,Brazilian Real(R$),No,No,No,No,3,4.3,Green,Very Good,10,Excellent,40.0,0,Brazil
6706313,Cantina Famiglia Mancini,30,Sí£o Paulo,-46.64516667,-23.55066667,"Italian, Pizza",250,Brazilian Real(R$),No,No,No,No,4,4.5,Dark Green,Excellent,49,Excellent,125.0,0,Brazil
6704326,Templo da Carne - Marcos Bassi,30,Sí£o Paulo,-46.64633333,-23.559,"Steak, BBQ",250,Brazilian Real(R$),No,No,No,No,4,4.4,Green,Very Good,17,Excellent,125.0,0,Brazil
6711179,Gopala Hari,30,Sí£o Paulo,-46.65866667,-23.55616667,Indian,70,Brazilian Real(R$),No,No,No,No,3,3.1,Orange,Average,5,Good,35.0,0,Brazil
6702797,Jiquitaia,30,Sí£o Paulo,-46.657523,-23.55671,Brazilian,100,Brazilian Real(R$),No,No,No,No,4,4.1,Green,Very Good,15,Excellent,50.0,0,Brazil
6700475,Skye - Hotel Unique,30,Sí£o Paulo,-46.666851,-23.581688,"Beverages, International",300,Brazilian Real(R$),No,No,No,No,4,4.8,Dark Green,Excellent,59,Excellent,150.0,0,Brazil
6713413,Les 3 Brasseurs,30,Sí£o Paulo,-46.67511,-23.582135,"French, Brazilian, Beverages",120,Brazilian Real(R$),No,No,No,No,4,4.6,Dark Green,Excellent,30,Excellent,60.0,0,Brazil
6714340,Red Steak & Burger,30,Sí£o Paulo,-46.683888,-23.585324,"Brazilian, Grill",75,Brazilian Real(R$),No,No,No,No,3,3.9,Yellow,Good,5,Good,37.5,0,Brazil
6710645,Cantinho da Gula,30,Sí£o Paulo,-46.67566667,-23.581,Brazilian,55,Brazilian Real(R$),No,No,No,No,2,0.0,White,Not rated,0,Poor,27.5,0,Brazil
6700402,Paris 6 Classique,30,Sí£o Paulo,-46.666041,-23.561568,French,200,Brazilian Real(R$),No,No,No,No,4,3.4,Orange,Average,73,Good,100.0,0,Brazil
6700846,Kawa Sushi,30,Sí£o Paulo,-46.657418,-23.571638,"Sushi, Japanese",120,Brazilian Real(R$),No,No,No,No,4,3.5,Yellow,Good,9,Good,60.0,0,Brazil
6702159,A Figueira Rubaiyat,30,Sí£o Paulo,-46.66983333,-23.5655,"BBQ, Grill, Brazilian",300,Brazilian Real(R$),No,No,No,No,4,4.3,Green,Very Good,39,Excellent,150.0,0,Brazil
6711666,Kinoshita,30,Sí£o Paulo,-46.67133333,-23.59233333,Sushi,230,Brazilian Real(R$),No,No,No,No,4,3.9,Yellow,Good,12,Good,115.0,0,Brazil
6701257,Meats,30,Sí£o Paulo,-46.68133333,-23.56483333,"Gourmet Fast Food, Burger",120,Brazilian Real(R$),No,No,No,No,4,4.3,Green,Very Good,68,Excellent,60.0,0,Brazil
6706211,Paribar,30,Sí£o Paulo,-46.64159444,-23.54664167,"Brazilian, Italian",150,Brazilian Real(R$),No,No,No,No,4,4.3,Green,Very Good,46,Excellent,75.0,0,Brazil
6705858,Terraí_o Itíçlia,30,Sí£o Paulo,-46.643425,-23.545163,Italian,400,Brazilian Real(R$),No,No,No,No,4,4.4,Green,Very Good,37,Excellent,200.0,0,Brazil
6701419,Divino Fogí£o,30,Sí£o Paulo,-46.63716667,-23.5995,"Brazilian, Mineira",65,Brazilian Real(R$),No,No,No,No,3,0.0,White,Not rated,2,Poor,32.5,0,Brazil
6703956,Super Grill,30,Sí£o Paulo,-46.698574,-23.622925,Brazilian,50,Brazilian Real(R$),No,No,No,No,2,0.0,White,Not rated,2,Poor,25.0,0,Brazil
6709580,Esquina Mocotí_,30,Sí£o Paulo,-46.581672,-23.486535,"Brazilian, North Eastern",100,Brazilian Real(R$),No,No,No,No,4,4.4,Green,Very Good,22,Excellent,50.0,0,Brazil
6703176,Veloso,30,Sí£o Paulo,-46.63566667,-23.58516667,"Brazilian, Bar Food, Beverages",70,Brazilian Real(R$),No,No,No,No,3,4.6,Dark Green,Excellent,58,Excellent,35.0,0,Brazil
6713772,Sainte Marie Gastronomia,30,Sí£o Paulo,-46.746958,-23.609207,"Lebanese, Arabian",120,Brazilian Real(R$),No,No,No,No,4,4.1,Green,Very Good,11,Excellent,60.0,0,Brazil
17284404,Austin's BBQ and Oyster Bar,216,Albany,-84.221535,31.610387,"BBQ, Burger, Seafood",25,Dollar($),No,No,No,No,2,3.3,Orange,Average,35,Good,12.5,0,United States
17284203,BJ's Country Buffet,216,Albany,-84.207095,31.608743,"American, BBQ",10,Dollar($),No,No,No,No,1,3.3,Orange,Average,25,Good,5.0,0,United States
17284302,El Vaquero Mexican Restaurant,216,Albany,-84.2194,31.6158,Mexican,0,Dollar($),No,No,No,No,1,3.4,Orange,Average,45,Good,0.0,0,United States
17284397,Elements Coffee Co - Northwest,216,Albany,-84.206944,31.622412,"Coffee and Tea, Sandwich",10,Dollar($),No,No,No,No,1,3.4,Orange,Average,26,Good,5.0,0,United States
17284094,Chick-fil-A,216,Albany,-84.2193,31.616,Fast Food,10,Dollar($),No,No,No,No,1,3.5,Yellow,Good,67,Good,5.0,0,United States
17284409,Guang Zhou Chinese Restaurant,216,Albany,-84.2091458,31.6155186,"Asian, Chinese, Vegetarian",10,Dollar($),No,No,No,No,1,3.9,Yellow,Good,141,Good,5.0,0,United States
17284139,Harvest Moon,216,Albany,-84.205718,31.604905,"Pizza, Bar Food, Sandwich",25,Dollar($),No,No,No,No,2,3.7,Yellow,Good,147,Good,12.5,0,United States
17284403,Henry Campbell's Steakhouse,216,Albany,-84.223278,31.612121,"Steak, Tapas, Bar Food",70,Dollar($),No,No,No,No,4,3.5,Yellow,Good,51,Good,35.0,0,United States
17284145,Hong Kong Cafe,216,Albany,-84.2191,31.6156,"Chinese, Seafood, Vegetarian",25,Dollar($),No,No,No,No,2,3.6,Yellow,Good,88,Good,12.5,0,United States
17284150,House of China Restaurant II,216,Albany,-84.212,31.6104,Chinese,10,Dollar($),No,No,No,No,1,3.8,Yellow,Good,153,Good,5.0,0,United States
17284175,Locos Grill & Pub,216,Albany,-84.2228,31.6077,"American, Burger, Sandwich",25,Dollar($),No,No,No,No,2,3.5,Yellow,Good,57,Good,12.5,0,United States
17284179,Longhorn Steakhouse,216,Albany,-84.2229,31.6185,"American, Steak",25,Dollar($),No,No,No,No,2,3.5,Yellow,Good,58,Good,12.5,0,United States
17284197,Mikata Japanese Steakhouse,216,Albany,-84.2164,31.6137,"Japanese, Steak, Sushi",40,Dollar($),No,No,No,No,3,3.6,Yellow,Good,115,Good,20.0,0,United States
17284241,Shogun Japanese Steak House,216,Albany,-84.2233,31.6118,"Japanese, Steak, Sushi",40,Dollar($),No,No,No,No,3,3.5,Yellow,Good,51,Good,20.0,0,United States
17284390,The Catch Seafood Room & Oyster Bar,216,Albany,-84.205025,31.605882,"Seafood, Tapas, Bar Food",40,Dollar($),No,No,No,No,3,3.8,Yellow,Good,250,Good,20.0,0,United States
17284279,Villa Gargano,216,Albany,-84.1757,31.5985,"Italian, Pizza",10,Dollar($),No,No,No,No,1,3.7,Yellow,Good,117,Good,5.0,0,United States
17284364,3 Squares Diner,216,Albany,-83.8389,31.5308,"American, Breakfast, Diner",10,Dollar($),No,No,No,No,1,3.4,Orange,Average,20,Good,5.0,0,United States
16611114,Whitebull Hotel,14,Armidale,151.6688792,-30.5147169,"Bar Food, Steak",20,Dollar($),No,No,No,No,2,3.5,Yellow,Good,25,Good,10.0,0,Australia
17293281,Last Resort Grill,216,Athens,-83.378273,33.957999,"American, Southern, Southwestern",40,Dollar($),No,No,No,No,3,4.5,Dark Green,Excellent,1821,Excellent,20.0,0,United States
17293301,Mama's Boy Restaurant,216,Athens,-83.3654,33.9535,Southern,10,Dollar($),No,No,No,No,1,4.5,Dark Green,Excellent,849,Excellent,5.0,0,United States
17293409,Sr. Sol 1,216,Athens,-83.4293,33.9652,Mexican,10,Dollar($),No,No,No,No,1,4.6,Dark Green,Excellent,917,Excellent,5.0,0,United States
17293163,Choo Choo Eastside,216,Athens,-83.3389,33.9259,"Japanese, Korean",10,Dollar($),No,No,No,No,1,3.9,Yellow,Good,439,Good,5.0,0,United States
17293228,The Grill,216,Athens,-83.375523,33.958198,"Breakfast, Burger, Sandwich",10,Dollar($),No,No,No,No,1,3.7,Yellow,Good,289,Good,5.0,0,United States
17293880,Big City Bread Cafe,216,Athens,-83.384004,33.959392,"Breakfast, Sandwich",10,Dollar($),No,No,No,No,1,4.3,Green,Very Good,558,Excellent,5.0,0,United States
17293169,Clocked,216,Athens,-83.3797,33.9584,"American, Burger, Sandwich",10,Dollar($),No,No,No,No,1,4.2,Green,Very Good,613,Excellent,5.0,0,United States
17293186,DePalma's Italian Cafe - Downtown,216,Athens,-83.373596,33.958112,"American, Italian, Pizza",25,Dollar($),No,No,No,No,2,4.0,Green,Very Good,353,Excellent,12.5,0,United States
17293180,DePalma's Italian Cafe - East Side,216,Athens,-83.33995,33.924275,"American, Italian, Pizza",25,Dollar($),No,No,No,No,2,4.1,Green,Very Good,387,Excellent,12.5,0,United States
17293205,Five & Ten,216,Athens,-83.3872482,33.9415545,American,40,Dollar($),No,No,No,No,3,4.3,Green,Very Good,755,Excellent,20.0,0,United States
17293229,Grit,216,Athens,-83.381625,33.960112,"International, Southern, Vegetarian",10,Dollar($),No,No,No,No,1,4.2,Green,Very Good,800,Excellent,5.0,0,United States
17293897,Ike & Jane,216,Athens,-83.400887,33.963296,Sandwich,10,Dollar($),No,No,No,No,1,4.1,Green,Very Good,350,Excellent,5.0,0,United States
17293273,La Dolce Vita Ristorante,216,Athens,-83.4075,33.9584,Italian,40,Dollar($),No,No,No,No,3,4.1,Green,Very Good,464,Excellent,20.0,0,United States
17293870,Shokitini,216,Athens,-83.379251,33.957503,"Asian, Japanese, Sushi",25,Dollar($),No,No,No,No,2,4.2,Green,Very Good,550,Excellent,12.5,0,United States
17293877,Taqueria Del Sol,216,Athens,-83.383605,33.960571,"Mexican, Spanish",10,Dollar($),No,No,No,No,1,4.1,Green,Very Good,543,Excellent,5.0,0,United States
17293890,The National,216,Athens,-83.37967,33.959468,"International, Southern",40,Dollar($),No,No,No,No,3,4.1,Green,Very Good,465,Excellent,20.0,0,United States
17293915,The Royal Peasant,216,Athens,-83.38728,33.937502,Bar Food,10,Dollar($),No,No,No,No,1,4.4,Green,Very Good,546,Excellent,5.0,0,United States
17293422,Transmetropolitan,216,Athens,-83.3764,33.9584,"Italian, Pizza, Sandwich",10,Dollar($),No,No,No,No,1,4.4,Green,Very Good,1098,Excellent,5.0,0,United States
17293873,Trappeze Pub,216,Athens,-83.378881,33.958363,"Burger, Bar Food",25,Dollar($),No,No,No,No,2,4.2,Green,Very Good,579,Excellent,12.5,0,United States
17294014,Viva! Argentine Cuisine,216,Athens,-83.3828224,33.9600227,"Desserts, Latin American, Argentine",10,Dollar($),No,No,No,No,1,4.1,Green,Very Good,374,Excellent,5.0,0,United States
17294556,Miyabi Kyoto Japanese Steak House,216,Augusta,-82.0865,33.4721,"Chinese, Steak",40,Dollar($),No,No,No,No,3,4.6,Dark Green,Excellent,717,Excellent,20.0,0,United States
17294607,Rae's Coastal Cafe,216,Augusta,-82.0698,33.4791,"American, Caribbean, Seafood",40,Dollar($),No,No,No,No,3,4.9,Dark Green,Excellent,548,Excellent,20.0,0,United States
17294279,The Bee's Knees,216,Augusta,-81.97,33.4765,"International, Tapas, Vegetarian",25,Dollar($),No,No,No,No,2,4.5,Dark Green,Excellent,631,Excellent,12.5,0,United States
17294300,Boll Weevil Cafe,216,Augusta,-81.9684,33.474,"Desserts, Sandwich, Southern",10,Dollar($),No,No,No,No,1,3.9,Yellow,Good,372,Good,5.0,0,United States
17295215,Farmhaus Burger,216,Augusta,-81.973006,33.477444,"American, Burger",25,Dollar($),No,No,No,No,2,3.9,Yellow,Good,201,Good,12.5,0,United States
17295028,Manuel's Bread Cafe,216,Augusta,-81.965571,33.481779,"Breakfast, French",40,Dollar($),No,No,No,No,3,3.8,Yellow,Good,332,Good,20.0,0,United States
17294642,Sconyers Bar B Que,216,Augusta,-82.0327,33.4086,BBQ,25,Dollar($),No,No,No,No,2,3.5,Yellow,Good,304,Good,12.5,0,United States
17295109,Frog Hollow Tavern,216,Augusta,-81.974944,33.478231,American,40,Dollar($),No,No,No,No,3,4.3,Green,Very Good,368,Excellent,20.0,0,United States
17294441,Giuseppe's Pizza & Italian Specialities,216,Augusta,-82.096,33.4827,"Desserts, Italian, Pizza",25,Dollar($),No,No,No,No,2,4.1,Green,Very Good,430,Excellent,12.5,0,United States
17294552,Mellow Mushroom,216,Augusta,-81.9721,33.4778,"Italian, Pizza, Sandwich",25,Dollar($),No,No,No,No,2,4.4,Green,Very Good,433,Excellent,12.5,0,United States
17294565,Nacho Mamas Burritos,216,Augusta,-81.9694,33.4764,Mexican,10,Dollar($),No,No,No,No,1,4.0,Green,Very Good,380,Excellent,5.0,0,United States
17294623,Rhinehart's Oyster Bar,216,Augusta,-82.0505,33.5133,"Bar Food, Sandwich, Seafood",25,Dollar($),No,No,No,No,2,4.0,Green,Very Good,456,Excellent,12.5,0,United States
17294712,Takosushi,216,Augusta,-82.0301,33.4848,"Mexican, Southwestern, Sushi",40,Dollar($),No,No,No,No,3,4.2,Green,Very Good,647,Excellent,20.0,0,United States
17295033,The Chop House,216,Augusta,-82.080788,33.467201,Steak,40,Dollar($),No,No,No,No,3,4.0,Green,Very Good,360,Excellent,20.0,0,United States
17295069,The Taj of India,216,Augusta,-82.0805493,33.5375868,Indian,25,Dollar($),No,No,No,No,2,4.0,Green,Very Good,227,Excellent,12.5,0,United States
17294261,Augsburg Haus,216,Augusta,-82.143793,33.544342,German,25,Dollar($),No,No,No,No,2,3.9,Yellow,Good,290,Good,12.5,0,United States
17295115,Pho Bac,216,Augusta,-82.126161,33.532249,Vietnamese,10,Dollar($),No,No,No,No,1,4.1,Green,Very Good,270,Excellent,5.0,0,United States
17294836,Rhinehart's Oyster Bar,216,Augusta,-82.141284,33.521291,"Burger, Seafood",25,Dollar($),No,No,No,No,2,4.0,Green,Very Good,326,Excellent,12.5,0,United States
17294850,Thai Kitchen,216,Augusta,-82.1328,33.5406,Thai,35,Dollar($),No,No,No,No,3,4.3,Green,Very Good,317,Excellent,17.5,0,United States
17294883,El Kiosco Mexican Restaurant,216,Augusta,-82.1997,33.4574,Mexican,10,Dollar($),No,No,No,No,1,4.2,Green,Very Good,300,Excellent,5.0,0,United States
16608864,Taste of Balingup,14,Balingup,115.9844924,-33.7845269,Modern Australian,20,Dollar($),No,No,No,No,2,3.2,Orange,Average,21,Good,10.0,0,Australia
16604911,Bridge Road Brewers,14,Beechworth,146.685852,-36.360439,"Pizza, Bar Food",20,Dollar($),No,No,No,No,2,4.6,Dark Green,Excellent,237,Excellent,10.0,0,Australia
17303465,Bardenay,216,Boise,-116.2019,43.6138,"American, Bar Food",25,Dollar($),No,No,No,No,2,4.5,Dark Green,Excellent,879,Excellent,12.5,0,United States
17303642,Flatbread Neapolitan Pizzeria,216,Boise,-116.203466,43.616068,"Italian, Pizza",25,Dollar($),No,No,No,No,2,4.6,Dark Green,Excellent,615,Excellent,12.5,0,United States
